"Otu000001" "Otu000005" "Otu000009" "Otu000010" "Otu000012" "Otu000017" "Otu000019" "Otu000020" "Otu000023" "Otu000025" "Otu000040" "Otu000041" "Otu000046" "Otu000048" "Otu000050" "Otu000058" "Otu000066" "Otu000070" "Otu000071" "Otu000075" "Otu000077" "Otu000081" "Otu000093" "Otu000136" "Otu000137" "Otu000161" "Otu000176" "Otu000179" "Otu000215" "Otu000217" "Otu000227" "Otu000262" "Otu000267" "Otu000304" "Otu000363" "Otu000377" "Otu000385" "Otu000387" "Otu000450" "Otu000459" "Otu000509" "Otu000551" "Otu000646" "Otu000663" "Otu000717" "Otu000763" "Otu000800" "Otu000810" "Otu000877" "Otu000930" "Otu000931" "Otu001003" "Otu001012" "Otu001021" "Otu001065" "Otu001082" "Otu001097" "Otu001104" "Otu001118" "Otu001130" "Otu001148" "Otu001194" "Otu001269" "Otu001311" "Otu001318" "Otu001319" "Otu001338" "Otu001451" "Otu001526" "Otu001556" "Otu001684" "Otu001693" "Otu001700" "Otu001754" "Otu001784" "Otu001821" "Otu001949" "Otu002006" "Otu002044" "Otu002251" "Otu002674" "Otu002845" "Otu003047" "Otu003170" "Otu003388" "Otu004327" "Otu005522" "Otu005973" "Otu007916" "Otu008727" "Otu009766"
"Z14050F" 0.165176715176715 0.0158004158004158 0.0407484407484408 0.101767151767152 0.0995841995841996 0.0713097713097713 0.0244282744282744 0.0756756756756757 0.0384615384615385 0.0166320166320166 0.0607068607068607 0.0337837837837838 0.00176715176715177 0.0561330561330561 0.00592515592515593 0.0432432432432432 0.0303534303534304 0 0.0051975051975052 0.00051975051975052 0.0216216216216216 0.0306652806652807 0.00810810810810811 0.00311850311850312 0.0123700623700624 0.00457380457380457 0.00810810810810811 0.00893970893970894 0 0.0079002079002079 0.00051975051975052 0.000935550935550936 0.000623700623700624 0.000311850311850312 0 0.000207900207900208 0.000103950103950104 0.000207900207900208 0 0 0.000727650727650728 0 0.00135135135135135 0 0 0.000415800415800416 0 0 0 0.000207900207900208 0.000831600831600832 0 0 0 0 0 0 0 0 0 0 0.000103950103950104 0 0 0 0 0 0 0 0 0 0 0 0 0.00051975051975052 0.000311850311850312 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Z14053F" 0.312577962577963 0.0600831600831601 0.0403326403326403 0.245530145530146 0.0178794178794179 0.01995841995842 0.0206860706860707 0.0340956340956341 0.00727650727650728 0.0101871101871102 0.00717255717255717 0.0308731808731809 0.00218295218295218 0.0295218295218295 0.0226611226611227 0.0216216216216216 0.00665280665280665 0.00997920997920998 0 0.00478170478170478 0.0169438669438669 0.0206860706860707 0.0103950103950104 0.00166320166320166 0.00291060291060291 0.00145530145530146 0.0117463617463617 0.0145530145530146 0 0.00176715176715177 0 0.000103950103950104 0.00155925155925156 0.00051975051975052 0.000103950103950104 0.00748440748440748 0.000103950103950104 0.000207900207900208 0 0 0 0 0 0 0 0 0.000103950103950104 0.000103950103950104 0 0.000415800415800416 0 0 0 0 0 0 0.000103950103950104 0 0.000831600831600832 0 0 0 0 0 0.000207900207900208 0.000103950103950104 0 0 0.00103950103950104 0 0 0.000103950103950104 0 0 0.000727650727650728 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Z14055F" 0.045010395010395 0.0234927234927235 0.00738045738045738 0.136798336798337 0.00966735966735967 0.00706860706860707 0.0205821205821206 0.106340956340956 0.000415800415800416 0.00155925155925156 0.000623700623700624 0.000415800415800416 0.00280665280665281 0.00540540540540541 0.080977130977131 0.0151767151767152 0.00114345114345114 0.000727650727650728 0.0431392931392931 0.00166320166320166 0 0.032016632016632 0.0346153846153846 0 0.00821205821205821 0 0.0428274428274428 0.0161122661122661 0.000207900207900208 0.00550935550935551 0.000311850311850312 0.00644490644490645 0.00582120582120582 0.122141372141372 0.00145530145530146 0.00145530145530146 0.000103950103950104 0.00706860706860707 0.00841995841995842 0.0208939708939709 0.000311850311850312 0.00051975051975052 0.000415800415800416 0.00634095634095634 0.0333679833679834 0 0.000103950103950104 0 0.00769230769230769 0.0234927234927235 0 0.0313929313929314 0.00207900207900208 0.00051975051975052 0.012993762993763 0 0.00322245322245322 0.00395010395010395 0.000311850311850312 0 0.00613305613305613 0.0027027027027027 0.000935550935550936 0.00197505197505198 0.00634095634095634 0 0.000103950103950104 0 0.0130977130977131 0.000623700623700624 0.000727650727650728 0.00228690228690229 0 0 0.00103950103950104 0.00374220374220374 0.00135135135135135 0.00145530145530146 0.00114345114345114 0.00343035343035343 0.000311850311850312 0 0.000207900207900208 0.00051975051975052 0 0.000207900207900208 0.000311850311850312 0.000207900207900208 0 0.000207900207900208 0.000207900207900208
"Z14057F" 0.166216216216216 0.10966735966736 0.0310810810810811 0.185758835758836 0.0406444906444906 0.0571725571725572 0.032952182952183 0.0459459459459459 0.0053014553014553 0.0365904365904366 0.00384615384615385 0.0243243243243243 0.00301455301455301 0.0445945945945946 0.014033264033264 0.0403326403326403 0.0251559251559252 0.000207900207900208 0.0146569646569647 0.00207900207900208 0.00332640332640333 0.0427234927234927 0.0195426195426195 0.00498960498960499 0.00332640332640333 0.000623700623700624 0.00426195426195426 0.00540540540540541 0 0.0205821205821206 0.00103950103950104 0.000311850311850312 0.00280665280665281 0 0 0.00155925155925156 0.00135135135135135 0 0 0 0.00103950103950104 0 0.000831600831600832 0 0 0.000103950103950104 0.000415800415800416 0 0 0 0.00051975051975052 0 0 0 0 0.000103950103950104 0 0 0.000207900207900208 0 0 0 0 0 0.000415800415800416 0.000311850311850312 0.000103950103950104 0 0 0.000415800415800416 0 0 0 0 0.000103950103950104 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Z14059F" 0.112370062370062 0.115592515592516 0.0146569646569647 0.131392931392931 0.0695426195426195 0.0181912681912682 0.0287941787941788 0.0307692307692308 0.00239085239085239 0.0117463617463617 0.00883575883575884 0.00893970893970894 0.00623700623700624 0.0262993762993763 0.0227650727650728 0.252702702702703 0.0213097713097713 0.00291060291060291 0.00873180873180873 0.00051975051975052 0.00301455301455301 0.0338877338877339 0.0165280665280665 0.00322245322245322 0.00478170478170478 0.000727650727650728 0.00717255717255717 0.00498960498960499 0.000831600831600832 0.0079002079002079 0.000311850311850312 0.000311850311850312 0.00478170478170478 0.00176715176715177 0.000103950103950104 0.00280665280665281 0.00239085239085239 0 0 0.000415800415800416 0.00051975051975052 0.000935550935550936 0.000207900207900208 0 0.000207900207900208 0.00051975051975052 0 0 0 0.000103950103950104 0.00166320166320166 0.000311850311850312 0.000103950103950104 0.000207900207900208 0.000311850311850312 0 0.000311850311850312 0 0.000103950103950104 0 0 0 0 0 0.000415800415800416 0.000207900207900208 0 0 0.00051975051975052 0 0 0.000623700623700624 0 0 0.00135135135135135 0.000207900207900208 0 0 0.000103950103950104 0 0 0 0.000103950103950104 0 0 0.000311850311850312 0 0 0 0 0
"Z14061F" 0.116528066528067 0.035031185031185 0.0271309771309771 0.271101871101871 0.0672557172557173 0.0218295218295218 0.0274428274428274 0.0307692307692308 0.0150727650727651 0.0192307692307692 0.0150727650727651 0.00602910602910603 0.00478170478170478 0.0601871101871102 0.0225571725571726 0.0451143451143451 0.00977130977130977 0.00176715176715177 0.00145530145530146 0.000623700623700624 0.011018711018711 0.102806652806653 0.0243243243243243 0.0218295218295218 0.00904365904365904 0.00613305613305613 0.00706860706860707 0.00343035343035343 0 0.0027027027027027 0.000207900207900208 0.00103950103950104 0.00322245322245322 0.000415800415800416 0.000103950103950104 0 0.000207900207900208 0.000311850311850312 0 0 0.000831600831600832 0.000207900207900208 0 0.000207900207900208 0 0.00051975051975052 0.000207900207900208 0.000415800415800416 0 0.000103950103950104 0.000727650727650728 0 0 0 0 0 0 0.000727650727650728 0.000415800415800416 0 0 0 0 0 0.000311850311850312 0.000207900207900208 0 0 0.00051975051975052 0.000103950103950104 0 0 0 0 0.00166320166320166 0 0 0 0.000207900207900208 0 0 0 0 0 0 0 0 0 0 0 0
"Z14063F" 0.204573804573805 0.0422037422037422 0.0255717255717256 0.20977130977131 0.0594594594594595 0.020997920997921 0.0231808731808732 0.0453222453222453 0.022972972972973 0.0200623700623701 0.0230769230769231 0.00197505197505198 0.00571725571725572 0.0357588357588358 0.0165280665280665 0.0875259875259875 0.0103950103950104 0.00769230769230769 0.00228690228690229 0.000935550935550936 0.00550935550935551 0.0479209979209979 0.024012474012474 0.00966735966735967 0.00893970893970894 0.00384615384615385 0.00706860706860707 0.00706860706860707 0 0.00197505197505198 0.000207900207900208 0.00124740124740125 0.00488565488565489 0.000831600831600832 0.000415800415800416 0.000103950103950104 0.0025987525987526 0.00051975051975052 0 0.000103950103950104 0.00051975051975052 0 0 0 0.000207900207900208 0.000207900207900208 0.00051975051975052 0 0 0 0.000103950103950104 0.00124740124740125 0 0.000207900207900208 0 0 0.000415800415800416 0.000103950103950104 0.000207900207900208 0 0 0 0 0 0.000727650727650728 0 0 0 0 0.000103950103950104 0 0.000103950103950104 0 0 0.00197505197505198 0.000103950103950104 0.000207900207900208 0 0 0.000103950103950104 0 0 0 0 0 0 0 0 0 0 0
"Z15065F" 0.0899168399168399 0.000935550935550936 0.0611226611226611 0.129106029106029 0.0206860706860707 0.10997920997921 0.00914760914760915 0.0761954261954262 0.0513513513513514 0.0143451143451143 0.00124740124740125 0.0051975051975052 0.000207900207900208 0.024012474012474 0.0621621621621622 0.0144490644490644 0.0232848232848233 0.00187110187110187 0.00197505197505198 0 0.0344074844074844 0.00634095634095634 0.157068607068607 0.0202702702702703 0.01995841995842 0 0.0148648648648649 0.0291060291060291 0.00197505197505198 0.00343035343035343 0 0.0025987525987526 0.00343035343035343 0 0.000103950103950104 0 0 0.000415800415800416 0 0.00207900207900208 0.000207900207900208 0.000207900207900208 0 0 0 0 0.000207900207900208 0.000103950103950104 0 0 0 0 0 0 0 0 0.00051975051975052 0 0 0 0 0 0 0.000103950103950104 0 0 0 0 0.00114345114345114 0 0 0.000103950103950104 0 0.000207900207900208 0.00384615384615385 0 0 0 0 0 0 0.000103950103950104 0 0 0 0 0 0 0 0 0
"Z15067F" 0.064968814968815 0.00135135135135135 0.0633056133056133 0.126507276507277 0.0185031185031185 0.120893970893971 0.0118503118503119 0.103534303534304 0.0485446985446985 0.0231808731808732 0.00114345114345114 0.00363825363825364 0.00343035343035343 0.0271309771309771 0.0522869022869023 0.0145530145530146 0.0226611226611227 0.00155925155925156 0.00218295218295218 0 0.037006237006237 0.00686070686070686 0.154054054054054 0.0125779625779626 0.0195426195426195 0 0.0111226611226611 0.0273388773388773 0.0027027027027027 0.00124740124740125 0 0.00207900207900208 0.00395010395010395 0.000311850311850312 0 0 0 0.00114345114345114 0 0.00124740124740125 0 0.000623700623700624 0 0.000311850311850312 0 0 0 0 0 0 0 0 0 0 0 0 0.000103950103950104 0 0.000207900207900208 0 0 0 0 0.000207900207900208 0 0 0 0 0.000623700623700624 0.000311850311850312 0 0 0 0.000311850311850312 0.00436590436590437 0.000311850311850312 0 0 0 0 0 0 0 0 0 0 0.000207900207900208 0 0 0 0
"Z15069F" 0.199064449064449 0.122869022869023 0.0253638253638254 0.186382536382536 0.0250519750519751 0.0774428274428274 0.0338877338877339 0.0203742203742204 0.00498960498960499 0.0242203742203742 0.00415800415800416 0.016008316008316 0.00363825363825364 0.0286902286902287 0.0271309771309771 0.00644490644490645 0.00862785862785863 0.0133056133056133 0.000207900207900208 0.00343035343035343 0.043970893970894 0.00467775467775468 0.0772349272349272 0.00634095634095634 0.0109147609147609 0 0.00904365904365904 0.00322245322245322 0 0.000623700623700624 0 0.00155925155925156 0.00301455301455301 0 0 0.00239085239085239 0 0.000415800415800416 0 0.00051975051975052 0 0 0 0.000103950103950104 0 0 0 0.000207900207900208 0 0 0 0 0.000207900207900208 0 0.000207900207900208 0.000415800415800416 0.000207900207900208 0 0.000103950103950104 0 0 0 0 0 0 0 0 0 0.000831600831600832 0.000311850311850312 0.000207900207900208 0 0 0.000207900207900208 0.00114345114345114 0.000311850311850312 0 0 0 0 0 0.000311850311850312 0 0 0 0 0 0 0 0 0
"Z15071F" 0.236798336798337 0.0637214137214137 0.0411642411642412 0.120790020790021 0.0803534303534304 0.0312889812889813 0.0520790020790021 0.0505197505197505 0.0133056133056133 0.0127858627858628 0.00187110187110187 0.008004158004158 0.0122661122661123 0.0216216216216216 0.0733887733887734 0.0214137214137214 0.0125779625779626 0.00904365904365904 0.00051975051975052 0.0118503118503119 0.0276507276507277 0.0115384615384615 0.0139293139293139 0.0108108108108108 0.0139293139293139 0 0.027962577962578 0.0025987525987526 0 0.00135135135135135 0.000103950103950104 0.00135135135135135 0.00343035343035343 0 0 0.000727650727650728 0.000103950103950104 0.000207900207900208 0 0.000207900207900208 0.000623700623700624 0.00124740124740125 0 0 0 0.000727650727650728 0 0 0.000103950103950104 0.000103950103950104 0 0 0 0.000311850311850312 0 0 0.000103950103950104 0 0 0 0 0 0 0.000103950103950104 0 0.000415800415800416 0 0 0.00176715176715177 0.000623700623700624 0 0.000103950103950104 0 0.000207900207900208 0.00228690228690229 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Z15073F" 0.291891891891892 0.0227650727650728 0.0746361746361746 0.168191268191268 0.0384615384615385 0.112370062370062 0.0345114345114345 0.0648648648648649 0.019022869022869 0.0207900207900208 0.000727650727650728 0.00051975051975052 0.00675675675675676 0.0218295218295218 0.0103950103950104 0.0122661122661123 0.00623700623700624 0.00883575883575884 0.00571725571725572 0.000727650727650728 0.0115384615384615 0.00363825363825364 0.0254677754677755 0.00758835758835759 0.00436590436590437 0 0.00467775467775468 0.0027027027027027 0 0.000727650727650728 0.000207900207900208 0.00343035343035343 0.00478170478170478 0.000311850311850312 0.000623700623700624 0.000103950103950104 0 0.000103950103950104 0 0.00114345114345114 0.000311850311850312 0.00103950103950104 0 0 0 0 0 0.00176715176715177 0 0 0 0 0 0.000311850311850312 0 0 0 0 0 0 0 0 0 0 0 0.000103950103950104 0 0 0.00114345114345114 0.000415800415800416 0 0 0.000103950103950104 0.000103950103950104 0.00145530145530146 0 0 0 0 0 0 0.000311850311850312 0 0 0 0 0 0 0 0 0
"Z15075F" 0.231600831600832 0.0234927234927235 0.0673596673596674 0.144282744282744 0.0488565488565489 0.134407484407484 0.0335758835758836 0.0785862785862786 0.0185031185031185 0.0196465696465696 0.000935550935550936 0.000623700623700624 0.012993762993763 0.0224532224532225 0.0124740124740125 0.0465696465696466 0.00925155925155925 0.00893970893970894 0.00977130977130977 0.00166320166320166 0.00706860706860707 0.00197505197505198 0.00977130977130977 0.00769230769230769 0.00332640332640333 0 0.0053014553014553 0.00821205821205821 0 0.00207900207900208 0.000311850311850312 0.00135135135135135 0.00374220374220374 0.000207900207900208 0.000415800415800416 0.000207900207900208 0 0 0 0.00124740124740125 0.00135135135135135 0.0103950103950104 0 0 0 0 0 0.00197505197505198 0.000103950103950104 0 0 0 0 0 0.000727650727650728 0 0 0 0 0 0.000415800415800416 0 0 0 0 0.000311850311850312 0.000311850311850312 0 0.00051975051975052 0 0.000207900207900208 0.000311850311850312 0.000311850311850312 0 0.0027027027027027 0.000623700623700624 0.000311850311850312 0 0 0.000311850311850312 0 0.000207900207900208 0 0 0 0 0 0 0 0 0
"Z15077F" 0.383160083160083 0.00821205821205821 0.0446985446985447 0.216632016632017 0.0107068607068607 0.0457380457380457 0.0310810810810811 0.0230769230769231 0.00592515592515593 0.062993762993763 0.00249480249480249 0.000311850311850312 0.0115384615384615 0.0169438669438669 0.0211018711018711 0.00852390852390852 0.0151767151767152 0.00509355509355509 0.000207900207900208 0.00103950103950104 0.0177754677754678 0.00249480249480249 0.0164241164241164 0.0216216216216216 0.00467775467775468 0 0.00311850311850312 0.00145530145530146 0 0.000415800415800416 0.000207900207900208 0.000623700623700624 0.00280665280665281 0 0 0 0 0 0 0.00155925155925156 0.000207900207900208 0.000623700623700624 0.000103950103950104 0 0 0.000727650727650728 0 0.000415800415800416 0 0 0 0.000727650727650728 0 0 0 0 0.000623700623700624 0.000311850311850312 0.000415800415800416 0 0 0 0 0 0 0 0 0 0.000415800415800416 0.000623700623700624 0 0.000103950103950104 0 0.000415800415800416 0.00436590436590437 0.000311850311850312 0 0 0 0 0 0.00176715176715177 0 0 0 0 0 0 0 0 0
"Z15079F" 0.453430353430353 0.00665280665280665 0.0606029106029106 0.184199584199584 0.00904365904365904 0.0418918918918919 0.0338877338877339 0.0174636174636175 0.00374220374220374 0.0535343035343035 0.00239085239085239 0.00301455301455301 0.00769230769230769 0.0135135135135135 0.0187110187110187 0.00613305613305613 0.0222453222453222 0.0025987525987526 0.000103950103950104 0.0025987525987526 0.00966735966735967 0.00322245322245322 0.00332640332640333 0.0191268191268191 0.00654885654885655 0 0.00374220374220374 0.000415800415800416 0.000103950103950104 0.00135135135135135 0.000311850311850312 0.000311850311850312 0.00322245322245322 0 0 0 0 0 0 0.000103950103950104 0.000103950103950104 0.000207900207900208 0 0 0 0 0 0.000311850311850312 0 0 0 0 0 0 0 0 0.000831600831600832 0 0.000103950103950104 0 0 0 0 0 0 0 0.000207900207900208 0 0.00124740124740125 0 0 0.000415800415800416 0 0.000103950103950104 0.00155925155925156 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
