,$R^2$,$\kappa$,$P-value$,OTU
4,0.6541946244782701,0.4354277182639984,2.334917298620595e-09,13
5,0.74096576829761,0.4345022608394203,2.523723331093441e-09,13
6,0.6803780157780542,0.4465332073589357,9.071940061825924e-10,13
7,0.7206494405401191,0.4164558410601473,1.1140917896243375e-08,13
8,0.702550350946562,0.3609283955854609,7.393698304706028e-07,13
9,0.6626779120524966,0.4261731440182173,5.045472638106267e-09,13
0,0.649240216836098,0.5587181390547618,2.3819664844461482e-14,14
1,0.6516068264524849,0.4958828636595976,1.2856977157983874e-11,14
2,0.6691512550026646,0.46399630599638,2.375028284990675e-10,14
3,0.6430702182508167,0.5770060177145484,3.3318119103762193e-15,14
4,0.6417856671442919,0.5441816201200597,1.0887952441804036e-13,14
5,0.651061819090802,0.5587181390547618,2.3819664844461482e-14,14
6,0.6142945629720631,0.5122950624568421,2.6656153744203797e-12,14
7,0.6106082068962656,0.5197977819070109,1.2772752706955806e-12,14
8,0.6518705303847394,0.6060790555839527,1.2873985808184672e-16,14
9,0.6309854844410503,0.5835708972334461,1.6200161784059542e-15,14
0,0.2974754897753292,0.36632198564417867,5.357253303152858e-07,15
1,0.3274495944898622,0.36865079674172585,4.537003805735185e-07,15
2,0.5468580833631201,0.4226792142048215,7.281731790870069e-09,15
3,0.4122924169836569,0.3472257346442914,2.016874122982516e-06,15
4,0.5070084572290696,0.3691165589612353,4.3881686926183004e-07,15
5,0.3879706969993466,0.36771927230270696,4.849417512110609e-07,15
6,0.3484347624716607,0.3709796078392731,3.83856784760876e-07,15
7,0.32799086180006604,0.3570067412539897,1.0312608323969541e-06,15
8,0.4873741999587079,0.3542121679369331,1.2513145650003886e-06,15
9,0.5490800738471329,0.4184873542292365,1.0226463894373306e-08,15
0,0.6692024412969491,0.4714083421660755,8.251740925875149e-11,16
1,0.5854945153481346,0.4087976365172608,1.769248478305309e-08,16
2,0.7078357213781844,0.5440733217146998,6.516997930465452e-14,16
3,0.6446183073582488,0.4270781345169147,3.978744868084956e-09,16
4,0.6951507386227787,0.38731805136766745,9.439996120708852e-08,16
5,0.6548071260659034,0.4225080100170012,5.811312442096716e-09,16
6,0.7502926008392026,0.45769796866633505,2.8447476869281403e-10,16
7,0.718855866447651,0.4385034457666984,1.5173143403094645e-09,16
8,0.5873861154633548,0.3928022007675636,6.20616116781416e-08,16
9,0.6747390618092609,0.4572409562163437,2.9627783338987764e-10,16
0,0.5215809988846456,0.4705951003979664,1.0822919880100659e-10,17
1,0.4174499651789435,0.44051773409917794,1.5181487154104534e-09,17
2,0.6113393563963431,0.5164052429145826,1.4071371438596828e-12,17
3,0.5896521234631448,0.45902688259074,3.0481750946254613e-10,17
4,0.5774112274747354,0.5057624825319345,3.994834044344283e-12,17
5,0.5394073266469803,0.4460704786466466,9.44069103797736e-10,17
6,0.5636019311678053,0.3692575124066639,4.084562111001246e-07,17
7,0.4861971601883355,0.4294122450042408,3.859736382773565e-09,17
8,0.5294671639712495,0.4409804628114671,1.4595391092714754e-09,17
9,0.6109831564365438,0.4636541697136306,2.020438161533525e-10,17
0,0.7138638656564775,0.4593071063400245,3.5902727165062965e-10,18
1,0.7689304000445731,0.4396124677833312,1.9491973092106725e-09,18
2,0.6948639560977681,0.4654030658932866,2.0964846360284343e-10,18
3,0.6563382633624821,0.3805285521132515,2.043699678242821e-07,18
4,0.7397984160643079,0.42929622853934907,4.5970460848672265e-09,18
5,0.7149026751017769,0.3861555917008782,1.3483949966179652e-07,18
6,0.6379390490370624,0.4986963834534109,9.851762420094007e-12,18
7,0.7147714878439675,0.4222624290548158,8.160622276312265e-09,18
8,0.7088095179739453,0.4560246665805757,4.783137266732466e-10,18
9,0.6694107836310378,0.4030367104637581,3.7418871988485485e-08,18
0,0.5319940895559632,0.3676441711187401,7.488253486621735e-07,19
1,0.57769804827473,0.3244496623624662,1.2603229544744252e-05,19
2,0.6394061710981417,0.37549771816533534,4.3274982009525784e-07,19
3,0.5466615860474118,0.38531465197357934,2.1475936852066484e-07,19
4,0.460936658518981,0.26849313965547505,0.0003018068507669157,19
5,0.4713781210473126,0.3543913104776106,1.8433747053476738e-06,19
6,0.4711631433154853,0.3200320421487564,1.65166437028095e-05,19
7,0.4950687404299632,0.28125515360619235,0.00015339203359001897,19
8,0.4752991992914261,0.34310183659812993,3.8758873947818515e-06,19
9,0.5264311769396958,0.3489919968830763,2.637433984276704e-06,19
