"Otu000004" "Otu000005" "Otu000009" "Otu000010" "Otu000012" "Otu000017" "Otu000019" "Otu000020" "Otu000022" "Otu000023" "Otu000025" "Otu000041" "Otu000042" "Otu000046" "Otu000049" "Otu000056" "Otu000058" "Otu000070" "Otu000075" "Otu000082" "Otu000083" "Otu000094" "Otu000136" "Otu000152" "Otu000161" "Otu000179" "Otu000227" "Otu000246" "Otu000262" "Otu000267" "Otu000323" "Otu000330" "Otu000363" "Otu000377" "Otu000385" "Otu000387" "Otu000438" "Otu000450" "Otu000459" "Otu000499" "Otu000509" "Otu000644" "Otu000663" "Otu000682" "Otu000715" "Otu000717" "Otu000733" "Otu000810" "Otu000931" "Otu001059" "Otu001097" "Otu001104" "Otu001118" "Otu001130" "Otu001142" "Otu001264" "Otu001318" "Otu001319" "Otu001345" "Otu001451" "Otu001649" "Otu001672" "Otu001697" "Otu001799" "Otu001802" "Otu001854" "Otu002028" "Otu002030" "Otu002057" "Otu002215" "Otu002481" "Otu002498" "Otu003007" "Otu003297" "Otu003366" "Otu003707" "Otu003766" "Otu004400" "Otu004590" "Otu004647" "Otu004798" "Otu005431" "Otu005904" "Otu008988"
"MOTE1F514" 0.112227447627191 0 0.0391192817443352 0.20072680632749 0.0130397605814451 0.114792646430098 0.143009833262078 0.0739632321504917 0.0425395468148782 0.0314236853356135 0.0474561778537837 0.00277896536981616 0.000213766566908935 0.0096194955109021 0.00128259940145361 0 0.0226592560923472 0 0.000641299700726806 0 0.0286447199657974 0.0493800769559641 0.00320649850363403 0.0143223599828987 0 0.000427533133817871 0.00128259940145361 0.0138948268490808 0 0.00128259940145361 0.00427533133817871 0.00448909790508764 0 0 0 0 0 0 0.000427533133817871 0.000427533133817871 0.000427533133817871 0.016460025651988 0 0 0 0 0 0 0 0 0 0 0 0 0.00128259940145361 0.000427533133817871 0 0.000213766566908935 0.000213766566908935 0 0 0.000213766566908935 0.00128259940145361 0.00171013253527148 0.000213766566908935 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MOTE1F714" 0.175074818298418 0.0966224882428388 0.0457460453185122 0.170799486960239 0.0448909790508764 0.0399743480119709 0.0560068405301411 0.0305686190679778 0.0600684053014109 0.00128259940145361 0.00897819581017529 0 0.0575032064985036 0.00213766566908935 0.00855066267635742 0 0.0205215904232578 0 0.00171013253527148 0.00598546387345019 0.00641299700726806 0.000855066267635742 0.000855066267635742 0.0252244548952544 0.00235143223599829 0.0128259940145361 0.00235143223599829 0.0949123557075673 0 0 0.00106883283454468 0.0147498931167165 0 0.000427533133817871 0.00171013253527148 0 0 0 0 0 0.0029927319367251 0.000641299700726806 0 0.00256519880290723 0.00192389910218042 0 0.000213766566908935 0 0 0.000213766566908935 0 0 0 0 0 0 0.000641299700726806 0 0 0.000641299700726806 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MOTE1F914" 0.272766139375802 0.0551517742625053 0.0414707139803335 0.153056861906798 0.0252244548952544 0.07631466438649 0.053014108593416 0.0592133390337751 0.0470286447199658 0.00213766566908935 0.0250106883283454 0.00470286447199658 0.00684053014108593 0.00641299700726806 0.0342026507054297 0 0.0151774262505344 0.000213766566908935 0.00491663103890552 0.0404018811457888 0.00897819581017529 0.00128259940145361 0.0029927319367251 0.0111158614792646 0.00427533133817871 0.00171013253527148 0.000427533133817871 0.00619923044035913 0.000641299700726806 0 0.0036340316374519 0.0213766566908935 0 0.00128259940145361 0.000427533133817871 0 0 0 0 0 0.00192389910218042 0.00491663103890552 0 0 0.000213766566908935 0 0 0 0.00192389910218042 0.000427533133817871 0 0 0 0 0 0.000855066267635742 0 0 0.000213766566908935 0.000213766566908935 0 0 0 0.00171013253527148 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MOTE1F715" 0.472424112868747 0.0521590423257803 0.0243693886276186 0.0707567336468576 0.0679777682770415 0.0356990166737922 0.0545104745617785 0.0128259940145361 0.0228730226592561 0.0153911928174434 0.0072680632749038 0.00513039760581445 0.0106883283454468 0.026507054296708 0.0160324925181702 0 0.00342026507054297 0.00577169730654126 0.0241556220607097 0.00769559640872168 0.0096194955109021 0.000855066267635742 0.00171013253527148 0.0171013253527148 0.00106883283454468 0.00598546387345019 0.000641299700726806 0.00470286447199658 0.00192389910218042 0 0.0102607952116289 0.00235143223599829 0 0.000427533133817871 0 0 0 0 0.000213766566908935 0 0.000855066267635742 0.0036340316374519 0 0.000427533133817871 0 0 0 0.000427533133817871 0.000213766566908935 0 0 0 0 0 0 0.000213766566908935 0 0.000213766566908935 0 0 0 0 0 0.000855066267635742 0.000427533133817871 0.000213766566908935 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MOTE2F515" 0.306113723813596 0.000855066267635742 0.0553655408294143 0.196237708422403 0.0468148781530569 0.0649850363403164 0.0887131252672082 0.0389055151774262 0.0384779820436084 0.01004702864472 0.029927319367251 0.00812312954253955 0.0036340316374519 0.0286447199657974 0.000855066267635742 0 0.0160324925181702 0.000427533133817871 0.00213766566908935 0 0.0123984608807183 0.00577169730654126 0.00619923044035913 0.00812312954253955 0 0.000213766566908935 0 0.0113296280461736 0.000213766566908935 0.00106883283454468 0.000213766566908935 0.00384779820436084 0 0 0 0 0 0 0 0 0.00149636596836255 0.00769559640872168 0 0 0 0 0 0.000641299700726806 0 0 0 0 0 0 0.000641299700726806 0.000427533133817871 0.000213766566908935 0 0.000427533133817871 0 0.000427533133817871 0 0 0.00192389910218042 0 0 0 0 0 0.000427533133817871 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MOTE2F915" 0.329200513039761 0.0305686190679778 0.0348439504061565 0.0897819581017529 0.0395468148781531 0.0290722530996152 0.0190252244548953 0.0342026507054297 0.043180846515605 0.00555793073963232 0.0143223599828987 0.046387345019239 0.019880290722531 0.0408294142796067 0.0570756733646858 0 0.0188114578879863 0.000213766566908935 0.00470286447199658 0.0339888841385207 0.0309961522017956 0.0036340316374519 0.00705429670799487 0.029713552800342 0.00171013253527148 0.00491663103890552 0.00106883283454468 0.00684053014108593 0.00149636596836255 0.000641299700726806 0.00534416417272339 0.00555793073963232 0 0 0.00235143223599829 0 0 0 0 0 0.00128259940145361 0.00171013253527148 0 0 0.000427533133817871 0 0.000213766566908935 0.000213766566908935 0.00149636596836255 0.000427533133817871 0 0 0 0 0 0.000641299700726806 0 0 0 0 0 0 0 0.000641299700726806 0 0 0 0 0 0 0 0 0 0 0 0 0.000213766566908935 0.000213766566908935 0 0 0 0 0 0
"MOTH1F714" 0.43180846515605 0.0342026507054297 0.0314236853356135 0.163103890551518 0.0416844805472424 0.0224454895254382 0.0215904232578025 0.0292860196665242 0.0472424112868747 0.000855066267635742 0.00726806327490381 0.000855066267635742 0.0158187259512612 0.00812312954253955 0.0109020949123557 0 0.0250106883283454 0 0.00641299700726806 0.00384779820436084 0.0128259940145361 0.00235143223599829 0 0.0111158614792646 0.00171013253527148 0.00384779820436084 0.000427533133817871 0.0241556220607097 0 0.000213766566908935 0.00320649850363403 0.0277896536981616 0 0.000213766566908935 0.00149636596836255 0.000213766566908935 0 0 0 0 0.00342026507054297 0.000427533133817871 0 0.000855066267635742 0.00128259940145361 0 0.000641299700726806 0 0.000213766566908935 0 0 0 0.000427533133817871 0 0 0 0 0 0 0.000427533133817871 0.000213766566908935 0.000213766566908935 0 0.000427533133817871 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MOTH1F914" 0.240701154339461 0.0190252244548953 0.0322787516032493 0.164814023086789 0.039760581445062 0.0784523300555793 0.0617785378366823 0.0577169730654126 0.0587858058999572 0.00491663103890552 0.0250106883283454 0.00342026507054297 0.0113296280461736 0.00855066267635742 0.0478837109876015 0 0.0175288584865327 0.000213766566908935 0.0029927319367251 0.0386917486105173 0.0072680632749038 0.00106883283454468 0.00384779820436084 0.0151774262505344 0.00619923044035913 0.00213766566908935 0.00128259940145361 0.0072680632749038 0.00106883283454468 0.000427533133817871 0.00833689610944848 0.0162462590850791 0 0.00106883283454468 0.000641299700726806 0.000213766566908935 0 0 0 0 0.0036340316374519 0.00513039760581445 0 0 0.000427533133817871 0 0.000427533133817871 0 0.00128259940145361 0.000855066267635742 0 0 0.000213766566908935 0 0 0.000427533133817871 0 0 0 0.000213766566908935 0 0 0 0.000427533133817871 0 0 0 0 0.000213766566908935 0.000213766566908935 0 0 0.000427533133817871 0 0 0 0 0 0 0 0 0 0 0
"MOTH1F715" 0.432663531423685 0.0153911928174434 0.033133817870885 0.115006412997007 0.0549380076955964 0.0404018811457888 0.0271483539974348 0.0200940572894399 0.0344164172723386 0.00726806327490381 0.0138948268490808 0.00235143223599829 0.00748182984181274 0.0309961522017956 0.0153911928174434 0 0.0156049593843523 0.00192389910218042 0.0262932877297991 0.0384779820436084 0.00448909790508764 0.000213766566908935 0.000855066267635742 0.0128259940145361 0.00106883283454468 0.00726806327490381 0.00106883283454468 0.0111158614792646 0.00235143223599829 0.000641299700726806 0.00855066267635742 0.00919196237708422 0 0 0.00171013253527148 0.000213766566908935 0 0 0 0 0.0029927319367251 0.000855066267635742 0 0 0 0 0 0 0.000427533133817871 0 0 0 0 0 0 0.000213766566908935 0 0 0 0 0 0 0 0.000641299700726806 0 0 0 0 0 0 0 0.000427533133817871 0 0 0 0 0 0 0 0 0 0 0 0
"MOTH1F915" 0.401453612654981 0.016460025651988 0.0258657545959812 0.0758871312526721 0.0510902094912356 0.0344164172723386 0.0215904232578025 0.0361265498076101 0.043180846515605 0.00384779820436084 0.0121846943138093 0.0344164172723386 0.033133817870885 0.0203078238563489 0.0356990166737922 0 0.019880290722531 0 0.00213766566908935 0.0192389910218042 0.0213766566908935 0.00235143223599829 0.00277896536981616 0.0427533133817871 0.00705429670799487 0.00277896536981616 0 0.00855066267635742 0.00235143223599829 0.000427533133817871 0.006626763574177 0.00641299700726806 0 0 0.000641299700726806 0 0 0 0 0 0.00128259940145361 0.0036340316374519 0 0 0 0.000213766566908935 0.000641299700726806 0 0.00171013253527148 0.000213766566908935 0 0 0 0 0 0.000427533133817871 0 0 0.000855066267635742 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MOTH2F514" 0.1004702864472 0 0.023086789226165 0.242838820008551 0.0196665241556221 0.0609234715690466 0.115433946130825 0.0731081658828559 0.0521590423257802 0.0679777682770415 0.0448909790508764 0.00406156477126977 0.00106883283454468 0.00384779820436084 0.00534416417272339 0 0.0418982471141513 0 0.000213766566908935 0 0.0327062847370671 0.0581445061992304 0.00192389910218042 0.00705429670799487 0 0.000213766566908935 0.00277896536981616 0.0143223599828987 0.00171013253527148 0.000641299700726806 0.00235143223599829 0.00342026507054297 0 0 0 0.000213766566908935 0 0 0 0 0.000641299700726806 0.0134672937152629 0 0 0 0 0.000427533133817871 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00106883283454468 0.00128259940145361 0 0 0 0 0 0 0.000427533133817871 0 0 0 0 0 0 0 0 0.000213766566908935 0 0 0 0
"MOTH2F515" 0.344377939290295 0.000427533133817871 0.0427533133817871 0.15861479264643 0.0594271056006841 0.056434373663959 0.0840102607952116 0.0502351432235998 0.0384779820436084 0.0147498931167165 0.0237280889268918 0.0029927319367251 0.00320649850363403 0.029713552800342 0.000855066267635742 0 0.0222317229585293 0.000855066267635742 0.00235143223599829 0.000427533133817871 0.0162462590850791 0.00598546387345019 0.00235143223599829 0.00769559640872168 0.000213766566908935 0 0.000855066267635742 0.0138948268490808 0.000641299700726806 0.000641299700726806 0.00128259940145361 0.00384779820436084 0 0 0 0 0 0 0 0 0.000855066267635742 0.00577169730654126 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00106883283454468 0 0 0.000213766566908935 0.000213766566908935 0.00171013253527148 0 0.000427533133817871 0 0 0 0 0 0 0 0 0 0 0 0 0.000213766566908935 0 0 0 0 0
"Sp13.BD.MLB.SN.1" 0.155622060709705 0.000213766566908935 0.0275758871312527 0.485250106883283 0 0.0433946130825139 0.0549380076955964 0.0440359127832407 0.0570756733646858 0 0.0425395468148781 0.000641299700726806 0.000855066267635742 0.00470286447199658 0.000427533133817871 0 0.0337751175716118 0 0.000213766566908935 0.000213766566908935 0.00149636596836255 0.00277896536981616 0.000213766566908935 0.00342026507054297 0 0.000213766566908935 0.00128259940145361 0.01004702864472 0.00106883283454468 0.000855066267635742 0.00192389910218042 0.00171013253527148 0 0.000213766566908935 0 0.000213766566908935 0.000213766566908935 0 0.000213766566908935 0 0.00171013253527148 0.00406156477126977 0 0 0 0 0.000213766566908935 0 0.00128259940145361 0 0 0 0.000213766566908935 0 0.00149636596836255 0.00256519880290723 0.000641299700726806 0.000213766566908935 0.00427533133817871 0 0 0 0.00171013253527148 0.0029927319367251 0 0 0 0 0 0.000855066267635742 0.000213766566908935 0 0 0 0 0 0 0 0 0.000213766566908935 0 0 0 0
"Su13.BD.MLB.DD.1" 0.448482257374947 0.00705429670799487 0.0446772124839675 0.128046173578452 0.019880290722531 0.0143223599828987 0.0106883283454468 0.0196665241556221 0.0741769987174006 0.00171013253527148 0.0156049593843523 0.0269345874305259 0.0218041898247114 0.0448909790508764 0.00961949551090209 0.000213766566908935 0.0220179563916204 0.000641299700726806 0.00128259940145361 0.0374091492090637 0.00919196237708422 0.0029927319367251 0.00213766566908935 0.00876442924326635 0.000427533133817871 0.00192389910218042 0.000855066267635742 0.00641299700726806 0.000427533133817871 0 0.00619923044035913 0.00320649850363403 0 0 0.000641299700726806 0 0 0 0 0 0.00213766566908935 0.000855066267635742 0 0.000427533133817871 0.000855066267635742 0 0.000641299700726806 0.000213766566908935 0.00128259940145361 0.000213766566908935 0 0 0.000213766566908935 0 0 0 0 0 0.000213766566908935 0 0 0.000427533133817871 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000213766566908935 0 0 0 0 0
"Su13.BD.MLB.SD.1" 0.297349294570329 0.0425395468148782 0.0989739204788371 0.180418982471142 0.00470286447199658 0.0679777682770415 0.00513039760581445 0.0542967079948696 0.0810175288584865 0.000427533133817871 0.0525865754595981 0.0029927319367251 0.0111158614792646 0.0188114578879863 0.00726806327490381 0 0.006626763574177 0 0.000641299700726806 0.0267208208636169 0.0029927319367251 0 0 0.00598546387345019 0.000213766566908935 0.006626763574177 0.00128259940145361 0.01004702864472 0.00235143223599829 0 0.00128259940145361 0.00320649850363403 0 0 0.00128259940145361 0 0 0 0 0 0.00106883283454468 0.000855066267635742 0 0.00106883283454468 0.000213766566908935 0 0.000641299700726806 0.000213766566908935 0.000855066267635742 0.000213766566908935 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
